Tensión (MPa),Deformación (%),Dureza Brinell,Dureza Rockwell,Dureza Vickers,Tenacidad (MJ/m3),Módulo de Young (GPa),Límite elástico (MPa),Carga máxima (kN),Fuerza de fractura (kN),Alargamiento (%),Reducción de área (%),Velocidad de ensayo (mm/min),Espesor (mm),Diámetro (mm),Ancho de muestra (mm),Altura de muestra (mm),Temperatura (°C),Tiempo de ensayo (s),Peso (kg),Energía absorbida (J),Fatiga (ciclos),Coef. de fricción,Conductividad térmica (W/mK),Densidad (g/cm3),Calor específico (J/kgK),Resistencia a la tracción (MPa),Índice de resiliencia,Viscosidad (Pa·s),Índice de impacto,Índice de fluencia,Presión de trabajo (MPa),Presión de rotura (MPa),Tiempo hasta falla (h),Índice de rigidez,Índice de elasticidad,Índice de eficiencia,Índice de fatiga,Índice de absorción,Índice de desgaste,Índice térmico,Coef. de expansión,Índice de conductividad,Índice de resistencia al corte,Carga de pandeo (N),Torque máximo (Nm),Índice de eficiencia térmica,Índice de módulo de rotura,Coef. de seguridad
84.2,139.74,961.14,707.43,72.83,596.18,774.68,23.14,961.5,297.56,907.9,817.52,252.17,391.39,919.44,445.38,300.69,81.68,739.82,455.24,609.29,325.59,53.28,416.88,281.59,756.87,876.97,59.12,573.37,205.33,910.77,496.06,277.32,682.3,493.41,425.42,554.22,505.1,691.68,319.49,404.14,53.93,184.37,919.81,12.14,616.08,957.12,934.5,610.16
701.0,30.07,389.54,389.29,280.67,739.61,562.19,896.76,246.82,296.42,363.25,507.83,954.89,959.93,353.61,60.46,661.19,481.64,9.83,774.83,609.54,267.64,900.16,674.27,96.33,279.68,607.89,335.0,965.4,931.3,890.82,215.19,286.73,859.85,812.44,960.52,749.47,564.53,746.71,4.0,755.16,760.47,312.09,835.23,773.87,231.04,440.96,89.58,895.87
72.86,308.0,385.57,228.95,350.0,211.05,552.75,210.79,450.15,725.6,287.22,495.89,483.41,335.12,719.53,797.62,695.62,406.23,369.67,443.45,296.6,544.59,725.25,133.49,467.01,217.61,815.04,846.73,103.37,654.66,218.56,9.45,601.99,374.87,138.54,91.22,587.82,452.64,783.08,964.35,16.85,232.58,424.88,882.45,753.49,134.79,279.79,885.3,910.8
821.88,704.71,340.45,596.89,782.45,841.64,114.83,227.61,22.23,229.9,500.78,930.43,331.76,778.57,442.16,35.1,704.13,606.22,606.79,27.26,833.92,805.0,996.12,325.89,590.15,256.01,521.6,774.31,460.23,113.31,780.23,296.13,972.55,992.83,653.73,594.02,38.39,458.09,502.35,517.01,147.03,373.74,51.65,903.2,564.28,878.89,863.92,259.25,828.36
706.27,201.93,541.45,928.19,992.52,30.45,126.23,279.67,640.75,1.01,456.0,889.98,181.58,855.43,655.27,700.69,682.73,438.9,452.81,710.13,165.91,310.83,302.24,64.64,47.0,303.81,599.55,644.8,419.14,581.96,48.07,477.42,954.07,680.53,476.04,919.18,213.22,589.69,791.66,572.55,995.83,89.38,127.39,393.87,208.53,633.98,844.41,81.09,773.46
81.44,673.47,154.23,929.15,240.75,843.83,529.58,127.5,413.98,715.27,344.49,785.82,244.53,435.66,340.38,23.02,392.87,934.08,778.01,884.84,53.24,190.18,878.5,651.37,402.15,599.2,700.88,870.47,600.25,318.58,285.13,394.35,227.27,424.06,743.36,949.69,78.86,526.4,25.57,666.16,733.57,445.68,96.34,859.65,878.07,60.76,624.88,958.58,877.25
84.93,969.92,553.76,341.97,874.32,460.38,268.93,639.3,270.13,171.27,693.77,296.33,832.87,378.23,322.63,862.32,394.91,534.79,425.52,513.95,191.68,475.54,603.09,970.89,257.74,471.58,908.02,709.3,811.98,383.21,623.7,135.56,304.91,677.37,30.2,846.02,106.78,132.65,680.44,797.54,464.18,804.24,46.41,570.39,475.13,961.06,273.22,392.26,875.98
986.64,93.99,541.75,527.72,830.64,217.67,21.13,75.24,206.92,104.57,759.59,545.05,614.45,747.77,424.49,157.72,254.89,693.76,153.95,581.15,267.81,69.13,453.18,827.06,30.75,336.96,91.84,519.42,841.46,440.23,763.2,579.72,36.16,521.73,592.77,855.95,15.5,197.17,235.71,607.95,629.84,98.83,481.55,38.26,173.29,693.1,908.53,623.02,368.71
374.33,672.63,761.93,211.71,224.73,133.86,722.87,134.29,654.06,237.59,853.0,223.97,913.25,912.9,145.65,514.32,156.92,896.5,976.42,163.02,282.38,701.31,222.65,974.63,125.75,374.38,331.02,979.72,670.23,422.76,10.5,710.36,398.88,111.73,556.77,652.22,421.22,141.88,270.59,762.22,846.24,275.68,333.87,635.87,429.08,151.79,178.48,552.92,973.39
370.71,443.81,833.67,995.63,399.39,953.31,32.58,644.79,416.28,379.96,972.86,443.97,232.05,754.96,831.16,597.19,692.61,146.96,242.12,220.72,670.55,518.41,738.42,845.62,139.12,370.99,709.06,694.89,641.57,664.14,326.28,675.57,834.69,795.89,840.86,220.5,178.73,693.33,91.39,448.79,842.32,373.12,935.45,470.67,195.0,969.14,43.74,213.26,709.16
812.82,868.16,440.5,981.12,409.73,72.76,595.32,339.73,179.74,475.96,266.73,484.26,121.23,227.2,348.76,457.6,93.28,229.81,717.72,235.25,217.9,496.43,904.15,855.21,182.96,972.41,958.35,601.41,949.03,768.39,214.42,393.82,915.76,564.42,676.87,730.71,855.71,528.65,192.47,371.34,324.77,103.99,102.85,275.23,376.07,365.47,796.64,669.6,370.27
947.25,177.23,302.4,649.54,978.22,199.17,539.24,707.98,689.14,44.67,716.12,831.66,6.19,888.32,400.21,340.83,937.8,107.41,143.24,430.8,676.69,300.52,235.38,577.22,803.4,233.07,980.81,408.93,383.75,329.24,998.78,137.68,236.57,795.87,880.17,978.39,750.06,429.91,992.01,823.15,491.34,762.34,926.04,970.39,496.74,984.51,563.7,46.21,442.11
986.0,692.66,259.41,804.43,180.97,347.89,968.82,557.47,565.12,970.58,394.32,896.04,507.91,387.64,894.07,467.87,826.7,139.72,329.08,928.15,91.22,904.68,175.47,518.3,439.55,818.08,638.14,902.42,832.8,924.37,671.02,499.54,265.87,155.0,887.28,525.98,573.22,798.36,415.45,865.32,638.09,786.97,86.64,55.17,359.96,103.37,246.54,203.17,687.16
753.4,838.13,194.7,715.13,799.18,620.27,484.26,256.1,858.69,716.09,677.11,414.68,998.31,576.27,496.67,311.48,857.52,512.63,442.08,521.83,147.29,90.58,696.25,406.31,147.17,708.24,193.68,295.78,921.51,938.47,405.73,890.44,220.93,538.4,408.22,260.77,489.07,325.86,927.77,137.89,71.99,835.91,619.26,945.88,657.08,160.05,670.93,944.67,361.16
376.32,944.62,57.74,593.2,334.26,544.85,63.7,650.86,117.56,323.26,476.03,17.8,695.0,831.45,544.3,438.18,906.68,321.25,192.31,192.18,508.87,869.84,976.98,818.11,100.39,5.67,119.3,9.32,491.59,40.79,75.75,468.78,350.17,766.65,137.52,573.51,255.94,568.15,162.98,542.71,945.8,583.94,247.81,159.35,935.92,657.45,766.74,953.51,826.58
83.59,683.28,342.51,53.44,730.9,125.73,551.73,116.36,785.69,318.77,993.77,861.79,308.46,188.48,956.5,358.98,408.66,423.23,450.01,266.16,921.9,376.77,749.98,182.15,298.01,993.18,946.05,196.82,729.13,15.01,598.71,195.76,804.78,988.31,630.32,690.64,475.0,74.5,204.14,683.67,432.8,507.29,826.82,377.05,348.21,22.24,844.56,482.71,148.15
777.17,497.23,270.32,454.82,420.07,289.8,841.11,536.46,673.55,448.6,728.93,174.36,876.87,784.53,886.74,566.25,846.72,982.49,157.25,384.08,859.58,880.64,284.65,56.32,798.04,756.46,433.98,109.61,377.08,425.12,641.74,93.14,646.89,884.41,873.76,208.36,641.27,744.43,557.86,83.69,370.93,262.63,61.57,417.29,355.8,18.79,282.2,169.15,907.6
558.45,617.89,966.42,674.82,578.4,238.83,996.85,437.2,115.1,626.28,952.5,621.92,781.74,596.2,169.55,238.0,158.15,156.79,559.05,623.3,968.76,728.79,420.01,947.9,364.52,682.48,194.9,319.06,158.96,590.69,816.42,943.93,785.96,864.36,75.05,719.22,782.25,695.22,349.6,929.6,907.11,655.19,952.51,731.05,738.33,792.0,25.68,421.68,301.27
424.28,868.92,557.75,677.56,832.63,213.62,430.4,267.95,694.85,146.46,834.99,25.07,15.51,893.35,473.27,988.66,21.74,540.86,663.75,440.09,650.51,104.26,384.38,3.88,159.98,405.38,933.9,825.9,586.55,277.98,288.65,743.04,583.07,247.54,557.97,587.47,81.77,802.4,643.95,520.16,118.37,444.62,47.35,215.69,530.64,167.86,510.09,877.08,152.8
906.36,570.65,347.34,373.19,804.19,411.2,320.37,604.04,441.6,189.01,902.91,399.57,816.88,172.05,971.3,500.92,784.91,98.96,62.53,392.51,675.85,831.55,852.11,976.83,404.18,555.25,104.61,651.56,196.55,259.49,981.43,313.04,257.81,838.0,115.09,612.39,708.49,884.49,422.1,645.49,39.36,970.78,241.19,986.1,428.9,918.8,856.09,70.37,858.04
111.29,30.48,580.51,941.7,866.44,704.06,906.66,871.35,944.99,859.45,814.44,985.96,300.6,420.74,372.43,194.24,74.89,318.56,871.15,564.77,625.06,682.21,771.39,728.88,555.36,253.35,729.6,169.06,457.65,678.37,439.52,295.42,228.07,169.36,27.09,306.06,742.76,758.05,811.62,178.32,685.03,968.18,464.24,749.04,813.83,425.95,207.9,127.96,239.54
492.68,930.96,139.28,167.44,59.71,217.53,191.32,998.9,141.7,256.33,459.21,100.78,149.76,832.86,371.64,477.12,988.53,527.57,185.22,241.91,622.86,32.4,589.02,328.57,29.68,35.58,625.3,788.84,872.89,601.74,296.01,895.23,9.1,198.19,679.67,155.35,559.02,844.51,431.62,264.51,385.06,905.21,756.08,789.97,891.05,873.66,421.18,895.66,843.41
11.45,689.56,444.1,500.41,692.08,366.74,615.47,607.8,642.87,380.26,251.86,423.75,226.41,19.33,195.11,866.43,674.83,946.64,225.44,79.0,147.21,133.79,275.03,697.85,627.68,836.04,87.83,504.27,86.11,167.23,348.51,177.65,781.0,110.21,681.88,623.49,214.4,345.72,572.39,121.09,764.5,360.15,951.12,106.52,590.63,417.82,256.5,415.44,296.33
468.71,676.55,626.27,690.91,140.07,390.98,405.77,404.77,382.04,871.28,370.38,307.22,468.63,112.29,114.41,21.9,753.47,391.29,661.38,24.51,543.78,635.66,937.99,817.89,395.16,896.49,338.81,512.76,30.53,884.51,519.63,535.08,847.14,857.61,600.7,586.27,539.23,343.4,321.14,264.07,68.64,368.04,428.1,476.36,185.18,530.28,13.46,83.55,933.87
56.4,215.75,488.95,697.17,415.88,976.46,41.18,225.28,956.82,663.18,20.33,905.1,424.93,990.57,740.33,679.59,245.88,65.0,468.8,251.33,386.13,662.63,653.35,245.44,9.82,162.55,150.02,362.18,606.52,680.01,936.71,713.53,768.31,108.34,859.24,338.08,502.75,944.31,704.07,492.45,383.82,852.69,757.33,945.61,466.34,316.58,898.53,139.3,219.16
118.91,658.92,401.84,648.67,548.63,954.67,347.35,257.17,330.04,341.78,524.04,869.35,288.96,280.47,770.05,548.01,673.9,388.22,499.45,91.68,442.59,746.68,970.48,770.92,673.92,787.08,604.54,864.63,331.13,362.64,735.19,396.45,74.49,138.2,80.97,295.96,475.76,914.58,654.77,833.65,235.4,729.16,727.19,270.14,504.42,658.11,135.14,882.46,69.74
117.61,393.93,993.85,275.36,402.8,800.16,265.3,479.51,962.19,683.73,505.11,237.77,172.3,975.55,969.02,169.64,43.32,145.83,128.24,336.41,523.65,720.27,580.16,804.39,712.42,741.18,477.17,318.4,418.0,683.66,577.15,40.0,762.25,245.96,105.35,347.31,460.69,548.54,397.06,533.77,739.63,704.39,571.21,145.47,432.26,318.27,766.79,490.15,936.54
649.25,651.27,880.33,156.29,519.66,241.73,686.12,367.34,901.5,19.78,525.3,81.28,762.25,182.61,773.44,817.49,837.84,230.07,805.76,772.96,128.48,659.55,821.21,249.43,628.88,178.46,4.37,94.23,405.77,112.74,162.89,227.84,45.86,572.71,864.55,489.93,110.91,366.62,276.1,244.54,227.25,279.68,690.95,485.45,262.51,223.25,346.67,163.08,165.71
746.07,106.68,623.44,635.98,996.53,68.13,948.8,913.82,270.46,735.67,974.03,627.18,990.11,361.16,243.43,368.95,169.71,618.13,617.09,716.32,359.55,766.26,813.12,42.02,342.0,421.89,975.71,302.8,86.71,468.31,149.44,901.82,105.68,880.19,503.33,974.82,182.97,866.01,614.14,44.72,458.0,833.37,38.16,930.4,472.37,81.14,277.75,894.07,944.14
583.41,657.88,569.42,599.34,135.3,316.97,268.12,368.36,803.56,487.07,911.46,336.44,777.81,752.89,40.21,293.87,697.39,67.52,135.47,610.97,63.54,575.13,337.4,204.2,529.65,422.82,349.65,715.38,3.67,169.07,502.25,523.17,440.53,418.29,273.13,763.59,97.42,323.48,943.16,622.01,818.9,579.46,441.63,486.84,446.6,57.76,941.03,845.29,823.99
962.18,999.41,620.7,179.44,675.49,266.87,811.48,373.51,995.6,813.2,161.8,672.12,296.01,657.81,985.44,828.14,224.56,464.78,374.06,852.51,979.67,260.87,964.02,200.73,387.22,759.99,258.28,657.62,898.43,41.53,728.74,815.46,476.2,546.33,738.18,851.75,242.55,153.72,132.73,420.22,915.4,446.92,785.88,404.89,209.57,306.04,657.23,23.12,82.02
374.93,48.31,201.39,705.17,396.06,505.98,55.45,383.6,252.74,954.64,368.95,32.22,244.88,581.16,340.52,638.56,68.55,609.5,810.43,282.14,118.62,912.39,22.04,65.33,700.65,837.68,222.52,188.1,217.88,338.39,751.04,555.73,816.14,166.57,894.41,505.7,263.55,639.53,799.14,984.36,722.63,865.44,474.27,650.31,903.44,736.5,686.95,581.03,445.19
285.78,977.18,395.2,455.23,133.1,777.75,538.17,836.64,436.83,925.8,424.01,133.49,217.74,529.95,312.04,898.27,481.55,421.92,568.4,885.07,258.6,18.31,768.73,726.03,583.62,94.87,158.9,111.87,426.14,150.82,225.99,943.61,679.56,266.02,689.63,526.17,245.15,42.72,543.04,779.78,429.29,394.27,873.52,936.89,885.35,205.7,759.68,244.41,73.49
868.61,406.97,39.56,667.79,158.82,858.34,70.64,650.82,520.23,909.27,360.6,686.4,136.78,843.46,905.96,629.92,169.37,19.22,108.74,399.3,891.3,366.63,965.56,380.04,81.89,563.01,999.14,660.9,971.93,633.55,100.19,909.14,153.4,134.01,791.95,204.4,211.01,379.16,525.61,808.38,572.03,653.96,833.65,49.15,759.64,299.3,341.0,533.18,329.85
223.67,870.77,475.6,837.38,949.28,844.88,934.04,614.21,295.0,512.22,798.52,212.45,551.38,235.03,585.14,740.84,729.47,985.52,372.84,400.95,482.76,728.9,338.97,884.4,643.13,761.77,295.18,676.41,826.78,674.1,384.52,482.94,226.22,409.98,282.57,721.07,735.45,807.68,961.69,12.33,689.72,465.96,863.46,153.48,401.01,905.18,563.71,279.34,351.57
963.23,782.41,543.07,169.81,879.61,359.74,766.37,334.21,15.36,360.21,524.09,857.6,605.44,442.53,214.95,836.46,237.64,367.18,242.77,405.41,135.72,427.21,648.15,252.25,687.27,786.21,405.57,366.21,108.02,148.78,918.18,318.34,285.75,590.38,288.85,421.64,818.58,295.29,605.91,777.82,874.95,592.78,130.08,132.84,370.4,639.19,270.3,315.94,599.67
12.25,567.06,227.83,19.24,907.05,687.27,657.98,817.92,220.21,465.09,572.14,58.69,705.53,155.54,889.11,54.83,342.54,778.6,517.51,98.18,384.29,24.93,562.27,453.29,370.77,148.08,871.37,842.82,508.57,24.71,545.41,601.71,123.76,284.09,864.14,742.47,327.18,931.32,830.53,194.69,888.59,40.64,244.22,85.42,716.49,919.73,834.56,601.89,975.9
969.88,738.48,964.03,779.12,991.53,312.9,823.91,38.46,282.01,689.93,853.03,215.56,680.25,595.98,993.36,776.07,567.48,325.71,843.38,975.49,115.96,66.07,761.53,639.05,875.8,525.55,641.92,978.21,730.11,792.83,320.17,674.92,287.72,846.01,614.9,409.11,305.2,955.83,514.53,585.84,930.98,461.17,29.69,302.18,608.16,911.23,599.35,538.91,169.85
43.26,878.53,909.46,609.74,208.39,61.0,647.56,870.81,443.66,884.01,805.95,998.56,292.4,250.62,86.77,613.75,285.04,475.07,436.32,138.59,200.3,648.67,866.19,877.48,843.03,857.57,368.76,205.72,698.42,2.16,323.71,498.41,728.63,981.24,234.24,108.61,844.05,815.83,249.93,447.48,810.73,556.54,982.8,229.39,600.64,63.5,243.48,395.25,329.22
891.15,404.2,722.17,699.67,355.5,701.6,968.95,512.8,171.19,207.07,132.3,433.13,330.38,333.91,862.27,69.6,378.05,388.52,433.4,340.95,52.12,964.87,603.08,524.67,175.25,318.59,898.34,577.11,760.87,343.98,132.17,822.3,241.48,120.24,524.21,173.14,623.96,987.64,694.52,571.65,146.88,492.77,236.21,548.74,124.2,955.01,899.77,107.66,587.14
527.75,327.1,533.43,838.17,669.25,9.93,713.99,398.31,873.27,918.2,713.94,703.0,681.55,471.3,390.58,508.63,815.64,342.6,905.36,319.37,438.28,551.91,815.92,373.59,904.28,425.17,749.75,5.45,457.51,494.63,473.28,183.41,835.38,17.96,685.89,811.59,293.51,530.81,923.18,133.53,747.66,847.43,367.16,327.36,618.32,51.27,580.88,969.43,171.5
992.97,667.63,869.98,802.83,483.85,409.24,924.67,497.22,704.94,815.2,435.49,182.74,349.51,26.87,524.12,82.55,179.29,21.95,576.23,74.77,806.66,506.81,312.35,867.03,440.93,804.38,227.98,713.08,176.01,818.66,791.38,334.48,469.57,789.8,218.63,258.69,713.64,569.24,841.25,456.95,814.61,311.19,275.0,405.27,901.87,925.63,495.08,174.69,710.74
73.89,807.87,130.74,960.92,418.45,329.45,517.18,667.45,85.29,978.86,294.72,609.91,212.7,92.03,914.82,735.97,82.29,360.08,566.23,152.34,586.01,318.39,228.66,310.32,723.78,89.41,643.77,414.34,464.93,838.57,968.56,686.41,323.0,190.72,654.94,264.43,344.66,836.18,198.44,37.04,877.88,884.09,39.89,941.87,85.91,546.78,34.58,633.15,403.72
553.9,762.31,790.53,535.98,357.88,693.41,117.15,12.86,650.13,880.26,50.11,726.13,374.4,685.96,973.38,546.55,328.42,889.5,261.98,44.95,606.38,256.77,430.72,79.52,814.12,859.51,922.41,193.35,647.92,724.97,501.64,246.76,412.48,353.21,42.24,929.38,586.6,492.86,316.96,41.1,924.82,403.52,261.33,155.74,339.24,533.24,909.81,82.84,949.58
969.31,797.83,124.91,488.55,593.82,766.27,528.22,871.56,653.69,280.01,487.3,314.55,272.16,429.03,262.24,953.58,424.43,690.42,607.76,292.48,200.66,21.08,677.77,445.1,505.16,311.23,496.51,752.25,608.63,247.27,167.3,439.9,709.53,394.29,303.76,657.67,992.63,406.78,516.93,657.77,509.21,694.56,98.29,388.52,509.06,713.29,952.28,688.34,629.91
523.15,435.64,794.23,401.95,575.64,304.16,126.96,446.79,956.23,106.05,355.5,828.91,88.4,864.8,212.93,183.22,542.71,145.51,575.95,866.67,343.96,273.03,187.33,785.11,399.16,1.55,733.64,810.67,70.62,720.21,682.98,963.74,516.84,916.61,674.0,114.4,301.66,614.79,571.65,951.7,655.13,86.81,394.34,257.16,686.04,879.22,562.64,94.93,363.14
629.44,817.85,275.84,153.78,161.54,811.65,592.53,343.03,3.12,112.33,251.59,603.46,830.16,694.7,80.61,606.07,372.49,591.2,396.91,339.51,845.26,449.17,680.38,30.88,915.46,234.24,971.11,111.26,65.05,246.61,756.82,625.91,7.38,658.87,149.43,143.67,930.53,657.69,193.89,777.42,9.65,200.23,966.83,549.21,89.73,617.04,442.57,229.59,719.5
695.78,120.3,877.1,572.65,471.79,293.99,482.54,138.33,248.01,291.29,694.7,389.18,853.13,8.2,561.84,211.66,789.93,892.24,990.7,123.78,87.95,198.03,394.15,585.92,230.93,89.59,690.45,41.09,965.26,214.69,71.79,949.06,922.33,40.71,222.28,272.44,320.72,750.92,230.09,469.21,572.83,761.19,698.29,736.36,872.82,425.46,359.63,647.02,838.77
454.6,544.53,944.05,277.08,553.52,446.38,622.61,439.52,927.8,614.22,769.51,557.69,219.83,616.75,13.7,614.1,39.42,700.06,881.9,645.73,857.94,87.44,795.6,594.5,257.04,92.48,102.53,334.15,151.89,547.17,850.15,722.47,66.09,14.91,879.11,594.04,540.33,668.23,758.86,55.97,473.25,12.43,706.93,817.01,40.64,111.98,268.12,283.01,800.5
627.6,5.86,148.88,921.32,570.33,727.05,10.15,496.37,932.14,804.34,244.87,576.8,64.87,93.82,411.96,722.68,431.82,148.77,749.61,996.6,483.74,717.76,36.93,928.55,361.68,692.87,244.64,626.03,294.53,678.89,829.34,724.69,938.63,199.65,674.35,752.85,460.04,745.75,730.34,45.12,962.31,968.53,453.23,515.35,857.7,789.23,574.57,532.9,262.84
584.36,324.65,462.73,583.23,210.19,692.95,194.92,403.71,720.61,899.26,49.54,165.62,738.85,780.96,73.48,722.33,382.32,867.85,537.39,232.4,837.16,894.63,668.02,286.54,859.48,214.05,595.14,793.44,767.66,53.15,472.59,591.9,28.25,318.24,498.97,274.57,783.18,674.59,839.22,157.98,901.72,190.71,811.32,854.93,27.75,128.38,128.18,124.59,417.04
901.17,366.52,980.99,592.88,742.3,987.37,491.38,678.69,765.79,623.79,848.77,402.79,211.61,991.51,405.29,815.09,647.61,301.61,462.11,279.64,318.07,936.78,649.86,278.91,938.79,934.75,275.63,546.11,409.74,60.12,560.47,142.29,771.0,484.58,210.97,870.65,61.19,480.5,932.94,975.81,797.62,901.31,908.29,785.1,153.61,726.39,919.18,202.48,452.23
45.54,396.23,483.46,354.99,25.3,225.24,950.51,420.95,91.57,5.73,10.06,343.5,393.5,531.25,40.03,853.56,966.28,454.13,184.98,971.85,338.91,618.04,940.94,440.54,220.15,516.49,957.55,580.79,181.55,784.19,713.44,519.76,534.72,837.86,341.48,109.27,627.16,135.02,308.33,398.72,57.09,515.99,961.55,157.09,800.34,527.97,176.04,733.8,388.44
281.04,695.5,863.56,52.08,354.9,662.35,383.67,961.42,513.92,186.4,937.12,400.96,64.23,682.81,835.23,77.36,510.42,526.19,305.81,178.86,751.63,52.87,713.4,356.98,863.88,460.15,405.41,799.88,467.29,859.51,676.78,252.74,505.78,314.89,574.37,207.68,760.69,785.46,859.61,843.42,402.09,564.62,99.08,245.5,860.18,385.9,745.54,35.24,310.93
950.42,388.62,588.77,31.84,780.23,609.72,424.43,599.32,231.66,99.82,627.66,761.13,226.35,237.39,209.82,343.33,986.88,850.52,773.98,511.26,785.02,740.89,796.32,736.37,258.28,434.34,457.28,528.89,568.99,604.48,16.63,998.67,72.87,376.6,155.4,970.47,472.2,30.88,666.05,705.17,696.07,84.22,879.66,671.75,982.27,613.03,306.96,111.89,752.77
890.27,448.75,375.39,423.39,563.94,915.11,714.72,807.5,181.3,363.39,321.91,482.59,792.92,437.65,328.38,687.15,302.32,931.61,453.8,239.73,229.72,110.18,904.6,641.79,970.64,692.62,701.63,611.19,452.82,428.89,122.52,267.04,238.82,329.4,481.8,134.83,105.38,992.5,957.77,605.47,29.76,365.28,225.16,974.8,115.8,772.38,226.15,215.03,12.32
455.71,237.62,285.85,84.66,261.24,156.45,603.83,109.44,810.32,501.4,246.55,940.32,804.42,856.11,870.06,498.64,30.97,929.66,882.28,932.36,972.87,669.78,675.08,758.95,597.45,452.32,524.3,516.27,918.95,845.33,162.67,230.76,777.57,9.06,409.03,888.12,244.88,828.48,272.15,947.83,235.89,156.3,397.33,376.19,526.5,941.15,557.91,20.29,293.61
620.17,373.31,203.3,606.89,694.98,751.82,299.0,397.35,135.12,43.49,9.1,293.75,207.16,167.51,746.29,190.76,165.75,8.05,148.0,981.52,84.58,779.39,290.22,820.06,7.19,128.69,382.21,880.47,284.77,728.84,755.7,623.92,891.27,955.21,476.74,703.96,679.7,670.94,269.74,230.49,887.52,525.98,345.54,229.88,77.25,264.77,765.15,95.47,141.7
277.45,227.35,761.82,880.98,567.43,568.31,410.88,336.91,468.7,348.54,235.55,415.76,335.98,265.61,219.12,552.75,395.19,921.9,508.4,814.72,68.6,725.89,869.79,922.99,34.23,880.18,76.73,235.59,661.37,579.64,440.14,511.0,529.17,139.08,105.65,73.18,895.45,966.61,704.32,454.94,129.87,550.78,675.16,869.14,156.49,947.14,726.76,281.46,128.86
188.2,73.29,386.6,882.93,796.26,274.74,217.78,569.53,938.58,179.26,137.81,786.98,134.32,445.49,71.99,407.49,316.4,54.48,647.0,314.85,595.54,951.89,747.6,430.99,147.57,428.45,596.49,264.07,112.38,319.83,545.55,21.45,353.41,287.74,106.59,483.76,421.67,612.51,928.42,864.74,51.47,709.7,597.96,199.69,174.58,960.95,233.83,93.01,277.03
463.75,603.49,511.32,659.08,735.05,474.49,966.02,861.13,185.91,647.11,612.21,546.07,74.27,712.28,715.7,390.1,97.14,265.85,516.9,403.55,722.77,738.17,424.5,984.7,187.65,74.1,867.59,128.05,392.35,198.08,772.71,129.62,60.04,129.39,964.11,519.03,560.46,56.53,824.57,551.81,580.63,878.29,109.19,697.44,63.48,813.65,330.57,866.13,762.18
353.42,668.25,492.38,211.31,610.15,333.84,130.72,78.43,978.0,464.33,166.63,547.07,992.17,375.95,390.76,809.77,432.72,515.04,889.24,242.38,960.89,693.24,710.56,215.74,767.64,529.41,685.79,819.48,741.02,418.73,341.05,811.06,682.21,490.59,979.37,932.15,228.46,559.43,727.07,246.52,946.47,468.23,782.84,34.35,892.99,881.45,868.85,66.17,969.42
583.7,619.53,577.32,863.01,488.23,579.36,371.9,72.67,994.29,495.37,528.68,53.43,655.63,927.74,766.1,407.66,338.18,479.98,989.56,890.77,405.01,261.82,867.7,714.39,222.84,647.38,381.56,411.84,224.89,286.89,748.92,483.74,278.52,932.17,426.22,421.16,412.27,277.28,387.37,209.0,834.64,233.44,439.7,19.08,126.44,692.46,723.27,861.0,514.67
77.83,463.55,865.59,886.1,133.27,889.01,25.94,850.33,555.66,427.75,590.16,398.66,542.14,94.55,445.35,26.55,122.71,604.75,115.92,914.57,25.39,924.78,975.65,534.06,969.14,275.65,127.81,347.96,589.81,339.32,442.36,146.1,55.11,100.79,789.02,446.82,336.86,369.54,717.8,752.91,974.78,333.64,2.32,451.62,629.38,39.19,712.72,822.88,339.04
974.4,379.85,980.74,196.73,261.41,569.35,221.86,212.93,170.23,956.02,298.11,270.81,765.52,370.87,346.07,58.16,296.19,479.5,130.04,418.93,602.94,179.63,952.36,816.92,636.15,800.36,816.36,981.35,153.52,515.68,377.24,465.3,665.89,440.95,655.83,112.57,655.56,459.64,801.12,12.89,753.55,847.11,414.56,656.57,625.78,575.12,268.98,100.85,829.19
986.21,863.35,407.64,737.45,419.16,631.76,780.49,668.79,316.17,214.81,35.16,999.34,840.09,708.98,451.26,856.26,886.45,934.38,130.41,656.57,289.77,904.91,325.4,476.82,692.55,669.81,941.75,926.81,102.79,169.18,333.1,253.22,485.77,22.47,117.01,639.21,984.7,774.62,753.31,914.2,437.43,145.95,516.38,142.52,198.73,747.23,792.03,25.29,67.2
698.19,519.13,827.54,286.59,599.34,518.8,201.26,542.92,424.55,516.71,37.35,308.42,806.73,226.06,748.58,960.6,302.12,240.62,681.21,165.64,433.0,312.73,421.75,783.96,217.89,650.38,388.33,971.99,523.28,806.2,964.95,223.67,12.06,770.92,296.75,210.98,813.32,502.98,676.84,18.52,946.62,627.29,68.97,763.91,998.41,941.71,358.48,50.09,93.26
536.14,479.23,764.55,802.66,513.76,51.26,80.16,832.91,309.39,736.04,26.44,884.51,16.64,656.45,902.23,688.44,713.98,274.1,372.74,434.99,488.52,130.25,109.63,930.18,892.72,420.88,728.67,142.38,675.04,145.61,772.0,957.73,111.01,641.26,313.72,77.63,192.25,474.73,47.23,631.03,426.69,13.18,151.22,128.82,347.43,570.49,401.45,590.42,345.43
